      3825.32      3825.32      3825.32
      1653.91      1653.91      1653.91
      3935.59      3935.59      3935.59 
       -43.89       -43.89       -43.89 
       -19.5        -19.5        -19.5
       -46.37       -46.37       -46.37
       -20.02       -20.02       -20.02
      -155.06      -155.06      -155.06
       -19.81       -19.81       -19.81
    27.79    0.495  -2.659  1.234
    14.508   0.224  -0.202  0.112
     9.28    0.145   0.105  0.169
    0.01645
