CALL                                                                            
 HALPHA            5        17      15.0                                        
 -1.6331 -1.2998  -.9664  -.6331  -.3022   .0257   .3454   .6432   .9052  1.1242
  1.2920  1.3856  1.4101  1.3851  1.3699  1.3350  1.3368 -1.7836 -1.4503 -1.1170
  -.7836  -.4517  -.1215   .2028   .5119   .7899  1.0257  1.2180  1.3456  1.3899
  1.3851  1.3699  1.3350  1.3368 -1.9341 -1.6008 -1.2675  -.9341  -.6008  -.2704
   .0573   .3746   .6680   .9217  1.1332  1.2936  1.3738  1.3793  1.3526  1.3350
  1.3368 -2.0846 -1.7513 -1.4180 -1.0846  -.7513  -.4196  -.0899   .2335   .5400
   .8112  1.0402  1.2191  1.3489  1.3817  1.3565  1.3273  1.3043 -2.2352 -1.9018
 -1.5685 -1.2352  -.9018  -.5685  -.2383   .0888   .4045   .6939   .9402  1.1477
  1.3058  1.3811  1.3708  1.3389  1.3052 -2.3857 -2.0523 -1.7190 -1.3857 -1.0523
  -.7190  -.3857  -.0523   .2810   .6143   .9402  1.1477  1.3058  1.3811  1.3708
  1.3389  1.3052 -1.6331 -1.2998  -.9664  -.6331  -.3022   .0257   .3454   .6432
   .9050  1.1235  1.2907  1.3804  1.4029  1.3784  1.3692  1.3345  1.3363 -1.7836
 -1.4503 -1.1170  -.7836  -.4517  -.1215   .2028   .5119   .7898  1.0253  1.2167
  1.3418  1.3835  1.3784  1.3692  1.3345  1.3363 -1.9341 -1.6008 -1.2675  -.9341
  -.6008  -.2704   .0573   .3746   .6679   .9215  1.1323  1.2920  1.3683  1.3725
  1.3520  1.3345  1.3363 -2.0846 -1.7513 -1.4180 -1.0846  -.7513  -.4196  -.0899
   .2335   .5400   .8111  1.0398  1.2225  1.3446  1.3749  1.3558  1.3267  1.3038
 -2.2352 -1.9018 -1.5685 -1.2352  -.9018  -.5685  -.2383   .0888   .4045   .6938
   .9399  1.1467  1.3041  1.3747  1.3700  1.3383  1.3047 -2.3857 -2.0523 -1.7190
 -1.3857 -1.0523  -.7190  -.3857  -.0523   .2810   .6143   .9399  1.1467  1.3041
  1.3747  1.3700  1.3383  1.3047 -1.6331 -1.2998  -.9664  -.6331  -.3022   .0257
   .3454   .6430   .9046  1.1219  1.2862  1.3677  1.3858  1.3621  1.3541  1.3218
  1.3243 -1.7836 -1.4503 -1.1170  -.7836  -.4517  -.1215   .2028   .5119   .7895
  1.0245  1.2133  1.3322  1.3679  1.3621  1.3541  1.3218  1.3243 -1.9341 -1.6008
 -1.2675  -.9341  -.6008  -.2704   .0573   .3746   .6678   .9210  1.1303  1.2865
  1.3549  1.3562  1.3375  1.3218  1.3243 -2.0846 -1.7513 -1.4180 -1.0846  -.7513
  -.4196  -.0899   .2335   .5400   .8108  1.0386  1.2281  1.3341  1.3585  1.3400
  1.3141  1.2934 -2.2352 -1.9018 -1.5685 -1.2352  -.9018  -.5685  -.2383   .0888
   .4045   .6937   .9394  1.1446  1.2975  1.3593  1.3524  1.3237  1.2934 -2.3857
