'H2H2      ' Data fetched at http://www.astro.ku.dk/~aborysow/programs/
1000         Ref: Borysow A., Jorgensen U.G., Fu Y. 2001, JQSRT 68, 235
7            Opacity units: cm-1/amagat**2. Mult by 1.38529e-39*n(H2)**2/rho to get cm2/g * matter
                1000.	     2000.      3000.       4000.        5000.       6000.       7000.
   freq(cm-1)   1000K	     2000K      3000K       4000K        5000K       6000K       7000K
   ==============================================================================================
    3140.00    0.6636E-06  0.3822E-05  0.9930E-05  0.1988E-04  0.3162E-04  0.4327E-04  0.5326E-04
    3160.00    0.6865E-06  0.3896E-05  0.1006E-04  0.2007E-04  0.3187E-04  0.4355E-04  0.5355E-04
    3180.00    0.7104E-06  0.3976E-05  0.1019E-04  0.2026E-04  0.3212E-04  0.4385E-04  0.5389E-04
    3200.00    0.7362E-06  0.4064E-05  0.1035E-04  0.2048E-04  0.3237E-04  0.4414E-04  0.5417E-04
    3220.00    0.7641E-06  0.4162E-05  0.1052E-04  0.2070E-04  0.3263E-04  0.4443E-04  0.5446E-04
    3240.00    0.7947E-06  0.4267E-05  0.1069E-04  0.2093E-04  0.3290E-04  0.4472E-04  0.5475E-04
    3260.00    0.8286E-06  0.4381E-05  0.1089E-04  0.2118E-04  0.3318E-04  0.4500E-04  0.5503E-04
    3280.00    0.8663E-06  0.4504E-05  0.1110E-04  0.2142E-04  0.3346E-04  0.4529E-04  0.5532E-04
    3300.00    0.9076E-06  0.4637E-05  0.1131E-04  0.2170E-04  0.3375E-04  0.4557E-04  0.5556E-04
    3320.00    0.9525E-06  0.4781E-05  0.1156E-04  0.2197E-04  0.3404E-04  0.4586E-04  0.5584E-04
    3340.00    0.1002E-05  0.4934E-05  0.1180E-04  0.2226E-04  0.3433E-04  0.4614E-04  0.5607E-04
    3360.00    0.1056E-05  0.5100E-05  0.1206E-04  0.2255E-04  0.3462E-04  0.4642E-04  0.5631E-04
    3380.00    0.1113E-05  0.5275E-05  0.1234E-04  0.2286E-04  0.3493E-04  0.4669E-04  0.5654E-04
    3400.00    0.1177E-05  0.5463E-05  0.1263E-04  0.2317E-04  0.3522E-04  0.4695E-04  0.5677E-04
    3420.00    0.1247E-05  0.5661E-05  0.1292E-04  0.2349E-04  0.3553E-04  0.4721E-04  0.5700E-04
    3440.00    0.1322E-05  0.5871E-05  0.1323E-04  0.2382E-04  0.3582E-04  0.4747E-04  0.5718E-04
    3460.00    0.1403E-05  0.6094E-05  0.1355E-04  0.2415E-04  0.3612E-04  0.4772E-04  0.5736E-04
    3480.00    0.1489E-05  0.6327E-05  0.1388E-04  0.2449E-04  0.3642E-04  0.4796E-04  0.5753E-04
    3500.00    0.1582E-05  0.6573E-05  0.1422E-04  0.2483E-04  0.3672E-04  0.4819E-04  0.5771E-04
    3520.00    0.1678E-05  0.6831E-05  0.1457E-04  0.2517E-04  0.3701E-04  0.4841E-04  0.5783E-04
    3540.00    0.1779E-05  0.7100E-05  0.1493E-04  0.2551E-04  0.3729E-04  0.4862E-04  0.5800E-04
    3560.00    0.1882E-05  0.7379E-05  0.1530E-04  0.2585E-04  0.3757E-04  0.4882E-04  0.5807E-04
    3580.00    0.1989E-05  0.7671E-05  0.1567E-04  0.2620E-04  0.3784E-04  0.4901E-04  0.5818E-04
    3600.00    0.2100E-05  0.7973E-05  0.1604E-04  0.2653E-04  0.3810E-04  0.4918E-04  0.5830E-04
    3620.00    0.2214E-05  0.8285E-05  0.1642E-04  0.2687E-04  0.3835E-04  0.4934E-04  0.5836E-04
    3640.00    0.2335E-05  0.8608E-05  0.1680E-04  0.2720E-04  0.3859E-04  0.4948E-04  0.5837E-04
    3660.00    0.2463E-05  0.8941E-05  0.1718E-04  0.2752E-04  0.3882E-04  0.4961E-04  0.5842E-04
    3680.00    0.2603E-05  0.9283E-05  0.1756E-04  0.2783E-04  0.3903E-04  0.4972E-04  0.5842E-04
    3700.00    0.2755E-05  0.9637E-05  0.1795E-04  0.2814E-04  0.3923E-04  0.4980E-04  0.5842E-04
    3720.00    0.2918E-05  0.1000E-04  0.1832E-04  0.2843E-04  0.3941E-04  0.4988E-04  0.5837E-04
    3740.00    0.3099E-05  0.1036E-04  0.1869E-04  0.2871E-04  0.3957E-04  0.4994E-04  0.5836E-04
    3760.00    0.3293E-05  0.1074E-04  0.1905E-04  0.2897E-04  0.3972E-04  0.4996E-04  0.5824E-04
