'H2He      ' Data fetched at http://www.astro.ku.dk/~aborysow/programs/
242          Ref: Jorgensen U.G., Hammer D., Borysow A., Falkesgaard J., 2000, Astronomy & Astrophysics 361, 283
7            Opacity units: cm-1/amagat**2. Mult by 1.38529e-39*n(H2)*n(HeI)/rho to get cm2/g * matter
         1000.      2000.        3000.        4000.        5000.        6000.        7000.
 (cm^-1) 1000K      2000K        3000K        4000K        5000K        6000K        7000K
================================================================================================
 7400 0.131511E-07 0.105038E-06 0.392765E-06 0.971523E-06 0.188724E-05 0.319054E-05 0.477657E-05
 7480 0.136678E-07 0.966352E-07 0.352860E-06 0.877722E-06 0.172352E-05 0.294275E-05 0.443969E-05
 7560 0.144331E-07 0.899441E-07 0.318980E-06 0.795878E-06 0.157777E-05 0.271869E-05 0.413136E-05
 7640 0.152735E-07 0.843863E-07 0.290006E-06 0.724325E-06 0.144795E-05 0.251610E-05 0.384928E-05
 7720 0.161104E-07 0.795813E-07 0.265037E-06 0.661589E-06 0.133218E-05 0.233283E-05 0.359117E-05
 7800 0.166869E-07 0.752386E-07 0.243359E-06 0.606441E-06 0.122881E-05 0.216691E-05 0.335490E-05
 7880 0.170713E-07 0.714215E-07 0.224549E-06 0.557945E-06 0.113650E-05 0.201668E-05 0.313856E-05
 7960 0.175645E-07 0.682410E-07 0.208282E-06 0.515293E-06 0.105400E-05 0.188053E-05 0.294031E-05
 8040 0.182770E-07 0.657794E-07 0.194392E-06 0.477955E-06 0.980395E-06 0.175716E-05 0.275858E-05
 8120 0.190189E-07 0.638098E-07 0.182465E-06 0.445225E-06 0.914629E-06 0.164518E-05 0.259171E-05
 8200 0.198821E-07 0.622854E-07 0.172235E-06 0.416490E-06 0.855753E-06 0.154335E-05 0.243826E-05
 8280 0.207106E-07 0.608122E-07 0.163175E-06 0.390991E-06 0.802771E-06 0.145048E-05 0.229690E-05
 8360 0.210963E-07 0.590687E-07 0.154939E-06 0.368221E-06 0.754962E-06 0.136563E-05 0.216649E-05
 8440 0.207290E-07 0.568756E-07 0.147360E-06 0.347893E-06 0.711811E-06 0.128802E-05 0.204599E-05
 8520 0.201058E-07 0.545760E-07 0.140656E-06 0.330042E-06 0.673109E-06 0.121715E-05 0.193468E-05
 8600 0.191239E-07 0.522244E-07 0.134860E-06 0.314580E-06 0.638532E-06 0.115243E-05 0.183169E-05
 8680 0.180126E-07 0.501161E-07 0.130089E-06 0.301373E-06 0.607676E-06 0.109318E-05 0.173616E-05
 8760 0.168286E-07 0.483654E-07 0.126086E-06 0.289716E-06 0.579550E-06 0.103830E-05 0.164696E-05
 8840 0.162576E-07 0.470588E-07 0.122182E-06 0.278381E-06 0.552757E-06 0.986447E-06 0.156288E-05
 8920 0.158156E-07 0.458235E-07 0.117872E-06 0.266574E-06 0.526323E-06 0.936578E-06 0.148286E-05
 9000 0.152720E-07 0.449327E-07 0.113654E-06 0.254737E-06 0.500478E-06 0.888680E-06 0.140667E-05
 9080 0.142869E-07 0.442612E-07 0.109897E-06 0.243421E-06 0.475623E-06 0.842864E-06 0.133414E-05
 9160 0.130871E-07 0.438944E-07 0.107381E-06 0.233805E-06 0.452825E-06 0.799847E-06 0.126560E-05
 9240 0.118097E-07 0.437175E-07 0.106281E-06 0.226189E-06 0.432279E-06 0.759644E-06 0.120085E-05
 9320 0.104504E-07 0.432827E-07 0.105699E-06 0.219570E-06 0.413148E-06 0.721616E-06 0.113939E-05
 9400 0.870777E-08 0.411504E-07 0.103032E-06 0.211035E-06 0.392931E-06 0.683877E-06 0.107982E-05
 9480 0.711553E-08 0.371697E-07 0.965895E-07 0.198401E-06 0.369743E-06 0.645018E-06 0.102112E-05
 9560 0.576747E-08 0.316354E-07 0.865357E-07 0.181883E-06 0.343851E-06 0.605261E-06 0.963396E-06
 9640 0.472968E-08 0.254067E-07 0.739559E-07 0.162488E-06 0.316036E-06 0.565124E-06 0.906935E-06
 9720 0.398097E-08 0.198593E-07 0.615348E-07 0.143121E-06 0.288699E-06 0.526312E-06 0.852838E-06
 9800 0.346260E-08 0.157108E-07 0.512292E-07 0.126131E-06 0.263890E-06 0.490350E-06 0.802126E-06
 9880 0.308982E-08 0.128011E-07 0.432947E-07 0.112074E-06 0.242218E-06 0.457753E-06 0.755160E-06
 9960 0.281541E-08 0.107258E-07 0.371836E-07 0.100518E-06 0.223402E-06 0.428330E-06 0.711782E-06
10040 0.260894E-08 0.925236E-08 0.325399E-07 0.911446E-07 0.207224E-06 0.401926E-06 0.671856E-06
10120 0.245022E-08 0.820108E-08 0.290045E-07 0.835091E-07 0.193254E-06 0.378169E-06 0.635059E-06
10200 0.231691E-08 0.744100E-08 0.262921E-07 0.772371E-07 0.181104E-06 0.356692E-06 0.601050E-06
10280 0.219611E-08 0.688388E-08 0.242001E-07 0.720590E-07 0.170483E-06 0.337200E-06 0.569531E-06
10360 0.207980E-08 0.646967E-08 0.225622E-07 0.677233E-07 0.161102E-06 0.319397E-06 0.540217E-06
10440 0.195896E-08 0.615704E-08 0.212663E-07 0.640491E-07 0.152736E-06 0.303037E-06 0.512858E-06
10520 0.184157E-08 0.591869E-08 0.202288E-07 0.608948E-07 0.145205E-06 0.287920E-06 0.487239E-06
10600 0.173148E-08 0.573404E-08 0.193863E-07 0.581452E-07 0.138353E-06 0.273861E-06 0.463158E-06
10680 0.162931E-08 0.558858E-08 0.186925E-07 0.557098E-07 0.132049E-06 0.260701E-06 0.440435E-06
10760 0.153100E-08 0.546967E-08 0.181180E-07 0.535383E-07 0.126220E-06 0.248340E-06 0.418942E-06
10840 0.143413E-08 0.536290E-08 0.176254E-07 0.515672E-07 0.120778E-06 0.236673E-06 0.398553E-06
10920 0.134291E-08 0.526303E-08 0.171877E-07 0.497462E-07 0.115656E-06 0.225615E-06 0.379170E-06
11000 0.125600E-08 0.515985E-08 0.167825E-07 0.480374E-07 0.110800E-06 0.215100E-06 0.360711E-06
11080 0.117098E-08 0.504930E-08 0.163922E-07 0.464041E-07 0.106158E-06 0.205059E-06 0.343097E-06
11160 0.108588E-08 0.492896E-08 0.160006E-07 0.448112E-07 0.101677E-06 0.195430E-06 0.326248E-06
11240 0.100469E-08 0.479954E-08 0.155924E-07 0.432262E-07 0.973148E-07 0.186155E-06 0.310099E-06
11320 0.928515E-09 0.466520E-08 0.151682E-07 0.416417E-07 0.930528E-07 0.177200E-06 0.294596E-06
11400 0.868144E-09 0.453269E-08 0.147347E-07 0.400624E-07 0.888888E-07 0.168550E-06 0.279708E-06
11480 0.835806E-09 0.439858E-08 0.142909E-07 0.384901E-07 0.848175E-07 0.160186E-06 0.265399E-06
11560 0.840702E-09 0.426367E-08 0.138459E-07 0.369407E-07 0.808521E-07 0.152108E-06 0.251647E-06
11640 0.859338E-09 0.411815E-08 0.134012E-07 0.354233E-07 0.770009E-07 0.144314E-06 0.238436E-06
11720 0.846469E-09 0.395315E-08 0.129489E-07 0.339291E-07 0.732554E-07 0.136795E-06 0.225749E-06
11800 0.784713E-09 0.377183E-08 0.124810E-07 0.324439E-07 0.696008E-07 0.129534E-06 0.213564E-06
11880 0.688837E-09 0.358204E-08 0.119921E-07 0.309551E-07 0.660250E-07 0.122520E-06 0.201868E-06
11960 0.604596E-09 0.338771E-08 0.114642E-07 0.294387E-07 0.625080E-07 0.115738E-06 0.190644E-06
12040 0.579680E-09 0.319979E-08 0.108867E-07 0.278771E-07 0.590327E-07 0.109169E-06 0.179871E-06
12120 0.605931E-09 0.302553E-08 0.102746E-07 0.262871E-07 0.556116E-07 0.102817E-06 0.169538E-06
12200 0.657870E-09 0.286490E-08 0.963983E-08 0.246814E-07 0.522530E-07 0.966820E-07 0.159635E-06
12280 0.709219E-09 0.272138E-08 0.900992E-08 0.230931E-07 0.489815E-07 0.907736E-07 0.150154E-06
12360 0.757079E-09 0.260506E-08 0.841549E-08 0.215578E-07 0.458249E-07 0.851041E-07 0.141091E-06
12440 0.786807E-09 0.251095E-08 0.786889E-08 0.200969E-07 0.428025E-07 0.796836E-07 0.132442E-06
12520 0.798064E-09 0.242977E-08 0.736238E-08 0.187104E-07 0.399210E-07 0.745196E-07 0.124209E-06
12600 0.786784E-09 0.235299E-08 0.688810E-08 0.173957E-07 0.371818E-07 0.696131E-07 0.116390E-06
12680 0.748863E-09 0.226401E-08 0.642927E-08 0.161427E-07 0.345811E-07 0.649626E-07 0.108980E-06
12760 0.673997E-09 0.214196E-08 0.597070E-08 0.149445E-07 0.321166E-07 0.605643E-07 0.101971E-06
12840 0.580326E-09 0.198401E-08 0.550638E-08 0.137975E-07 0.297854E-07 0.564130E-07 0.953517E-07
12920 0.481005E-09 0.179647E-08 0.503751E-08 0.127000E-07 0.275829E-07 0.524998E-07 0.891068E-07
13000 0.386007E-09 0.158935E-08 0.457018E-08 0.116555E-07 0.255096E-07 0.488206E-07 0.832267E-07
13080 0.305819E-09 0.138435E-08 0.411920E-08 0.106699E-07 0.235635E-07 0.453660E-07 0.776942E-07
13160 0.243311E-09 0.119736E-08 0.369597E-08 0.974615E-08 0.217398E-07 0.421237E-07 0.724903E-07
13240 0.194837E-09 0.103311E-08 0.330652E-08 0.888662E-08 0.200356E-07 0.390848E-07 0.675989E-07
13320 0.156801E-09 0.889912E-09 0.295348E-08 0.809512E-08 0.184525E-07 0.362459E-07 0.630109E-07
13400 0.127111E-09 0.766897E-09 0.263757E-08 0.737113E-08 0.169863E-07 0.335980E-07 0.587109E-07
13480 0.104126E-09 0.661898E-09 0.235625E-08 0.671058E-08 0.156303E-07 0.311301E-07 0.546829E-07
13560 0.865489E-10 0.572826E-09 0.210680E-08 0.610956E-08 0.143785E-07 0.288329E-07 0.509134E-07
13640 0.732242E-10 0.497837E-09 0.188677E-08 0.556440E-08 0.132251E-07 0.266973E-07 0.473889E-07
13720 0.631994E-10 0.435079E-09 0.169318E-08 0.507059E-08 0.121635E-07 0.247140E-07 0.440965E-07
13800 0.556249E-10 0.382717E-09 0.152294E-08 0.462356E-08 0.111874E-07 0.228737E-07 0.410233E-07
13880 0.499132E-10 0.339089E-09 0.137326E-08 0.421910E-08 0.102906E-07 0.211677E-07 0.381567E-07
13960 0.455349E-10 0.303013E-09 0.124228E-08 0.385442E-08 0.946856E-08 0.195887E-07 0.354862E-07
14040 0.422337E-10 0.273440E-09 0.112817E-08 0.352659E-08 0.871677E-08 0.181296E-07 0.330009E-07
14120 0.398272E-10 0.249260E-09 0.102866E-08 0.323172E-08 0.802907E-08 0.167813E-07 0.306887E-07
14200 0.380703E-10 0.229478E-09 0.941922E-09 0.296656E-08 0.740024E-08 0.155361E-07 0.285383E-07
14280 0.366150E-10 0.213205E-09 0.866264E-09 0.272784E-08 0.682482E-08 0.143855E-07 0.265383E-07
14360 0.353641E-10 0.199707E-09 0.799779E-09 0.251178E-08 0.629662E-08 0.133206E-07 0.246764E-07
14440 0.341654E-10 0.188304E-09 0.740624E-09 0.231467E-08 0.580965E-08 0.123328E-07 0.229408E-07
14520 0.332075E-10 0.178994E-09 0.688051E-09 0.213479E-08 0.536071E-08 0.114167E-07 0.213238E-07
14600 0.325039E-10 0.171270E-09 0.641148E-09 0.197046E-08 0.494677E-08 0.105672E-07 0.198175E-07
14680 0.322110E-10 0.164717E-09 0.598803E-09 0.181969E-08 0.456444E-08 0.977903E-08 0.184139E-07
14760 0.325366E-10 0.158744E-09 0.559804E-09 0.168062E-08 0.421089E-08 0.904763E-08 0.171065E-07
14840 0.339361E-10 0.153151E-09 0.523363E-09 0.155192E-08 0.388380E-08 0.836911E-08 0.158890E-07
14920 0.362891E-10 0.147691E-09 0.489451E-09 0.143339E-08 0.358214E-08 0.774085E-08 0.147567E-07
15000 0.401447E-10 0.142252E-09 0.457855E-09 0.132447E-08 0.330440E-08 0.715974E-08 0.137044E-07
15080 0.446023E-10 0.136321E-09 0.428329E-09 0.122459E-08 0.304912E-08 0.662284E-08 0.127270E-07
15160 0.477516E-10 0.129966E-09 0.400746E-09 0.113291E-08 0.281437E-08 0.612669E-08 0.118193E-07
15240 0.461066E-10 0.122960E-09 0.374992E-09 0.104878E-08 0.259854E-08 0.566834E-08 0.109764E-07
15320 0.408246E-10 0.115582E-09 0.350469E-09 0.970654E-09 0.239898E-08 0.524372E-08 0.101927E-07
