    425  '           171740.00'  'ZrClCl' -10.645   8   -1.33236836D+04  1.24658938D+04 -4.97913188D+03  1.10089316D+03 -1.45499779D+02  1.14964683D+01 -5.02885851D-01  9.39558563D-03 2 17 2 40 1
    426  '           353540.00'  'ZrBrBr' -10.343   8   -1.31982946D+04  1.23493988D+04 -4.93393316D+03  1.09138368D+03 -1.44315640D+02  1.14087007D+01 -4.99288827D-01  9.33258115D-03 2 35 2 40 1
    427  '           405353.00'  'ZrI I' -9.118   5    1.86371586D+01 -8.08781474D+00  2.06966431D+00 -1.53501448D-01  4.32255003D-03 2 40 1 53 2
    428  '            80841.00'  'NbO O' -14.726   6    1.19980138D+01  6.42244711D+00 -4.12833744D+00  8.34100884D-01 -6.61441276D-02  1.90198381D-03 2 8 2 41 1
    429  '            80842.00'  'MoO O' -11.994   7   -2.41863292D+03  1.89255019D+03 -6.12034506D+02  1.04982980D+02 -1.00655767D+01  5.11789087D-01 -1.07820122D-02 2 8 2 42 1
    430  '            10855.00'  'CsO H' -8.248   7    7.63881353D+02 -6.01830339D+02  1.97402170D+02 -3.43537304D+01  3.35404926D+00 -1.73795054D-01 3.73173348D-03 3 1 1 8 1 55 1
    431  '            10856.00'  'BaO H' -8.959   8    2.12848472D+04 -1.97274464D+04  7.82894057D+03 -1.72403488D+03  2.27504136D+02 -1.79870008D+01 7.88815258D-01 -1.48004176D-02 3 1 1 8 1 56 1
    432  '            10856.01'  'BaO H +' -3.868   6   -4.09418032D+01  2.68088439D+01 -6.37420547D+00  7.46438532D-01 -3.77636367D-02  6.47453575D-04 4 1 1 8 1 56 1 99 -1
    433  '            90956.00'  'BaF F' -11.774   5    3.96215917D+01 -1.85593773D+01  3.71658688D+00 -2.70454052D-01  7.47964980D-03 2 9 2 56 1
    434  '           171756.00'  'BaClCl' -9.497   5    2.68290881D+01 -1.21822825D+01  2.72362662D+00 -2.00666872D-01  5.61562895D-03 2 17 2 56 1
    435  '           353556.00'  'BaBrBr' -8.542   5    1.95038869D+01 -8.48319802D+00  2.13037847D+00 -1.57706192D-01  4.43313260D-03 2 35 2 56 1
    436  '            80873.00'  'TaO O' -15.264   7   -2.26425780D+03  1.78047637D+03 -5.78727139D+02  9.98093288D+01 -9.62580366D+00  4.92620026D-01 -1.04543693D-02 2 8 2 73 1
    437  '            80874.00'  'W O O' -13.104   7    7.68883771D+02 -6.01588240D+02  1.99404873D+02 -3.54734322D+01  3.57391914D+00 -1.92565236D-01 4.32515851D-03 2 8 2 74 1
    438  '           171774.00'  'W ClCl' -11.422   8   -2.76513868D+04  2.59852884D+04 -1.04331552D+04  2.32012404D+03 -3.08571027D+02  2.45426392D+01 -1.08081398D+00  2.03287759D-02 2 17 2 74 1
    439  '          1010108.01'  'H H H O' -3.243   7    1.71417365D+03 -1.41422778D+03  4.82647550D+02 -8.70387550D+01  8.74331591D+00 -4.63353879D-01 1.01274216D-02 2 1 3 8 1
    440  '          1050808.00'  'H B O O' -18.881   6   -3.79671465D+02  2.54496840D+02 -6.61298527D+01  8.42267490D+00 -5.21500673D-01  1.26972049D-02 3 1 1 5 1 8 2
    441  '          3050808.00'  'LiB O O' -19.194   6   -1.02227566D+02  8.45269076D+01 -2.52976618D+01  3.64822108D+00 -2.47236954D-01  6.47346852D-03 3 3 1 5 1 8 2
    442  '          4050808.00'  'BeB O O' -19.174   6   -1.19041204D+02  1.01610815D+02 -3.08452573D+01  4.44789013D+00 -3.01616050D-01  7.90462551D-03 3 4 1 5 1 8 2
    443  '          1010105.00'  'B H H H' -11.323   6   -8.73948700D+02  5.57758082D+02 -1.40269022D+02  1.73949916D+01 -1.06116905D+00  2.56346436D-02 2 1 3 5 1
    444  '          5080800.00'  'B O O -' -17.998   6   -1.82662040D+02  1.30949575D+02 -3.60321004D+01  4.83925447D+00 -3.13967427D-01  7.98217765D-03 3 5 1 8 2 99 1
    445  '          1010106.00'  'C H H H' -12.543   7    1.97895058D+02 -2.54046635D+02  1.14691598D+02 -2.51280496D+01  2.91495212D+00 -1.72141094D-01 4.09064670D-03 2 1 3 6 1
    446  '          1010606.00'  'C C H H' -16.776   7    4.63090692D+02 -4.16316257D+02  1.54304873D+02 -3.00259611D+01  3.23361167D+00 -1.82124153D-01 4.20066440D-03 2 1 2 6 2
    447  '          1060609.00'  'C C H F' -16.488   6   -2.78293519D+02  1.88615551D+02 -4.97582332D+01  6.43427302D+00 -4.01792988D-01  9.82848757D-03 3 1 1 6 2 9 1
    448  '          1060617.00'  'C C H Cl' -16.014   6   -2.36045246D+02  1.61896481D+02 -4.30654935D+01  5.61317369D+00 -3.52041574D-01  8.63176568D-03 3 1 1 6 2 17 1
    449  '          6060606.00'  'C C C C' -19.491   7   -9.01055663D+02  6.94372568D+02 -2.18261782D+02  3.59584283D+01 -3.27704426D+00  1.57689890D-01 -3.14234083D-03 1 6 4
    450  '          6060707.00'  'C N C N' -21.317   6   -2.82182864D+02  1.95092269D+02 -5.26058258D+01  6.96947835D+00 -4.46797242D-01  1.12340310D-02 2 6 2 7 2
    451  '          6080800.00'  'C O O -' -17.001   6   -1.86090242D+02  1.33725102D+02 -3.64643140D+01  4.87040962D+00 -3.15429411D-01  8.02024222D-03 3 6 1 8 2 99 1
    452  '          1010107.00'  'N H H H' -12.000   7    4.46907510D+02 -4.19611026D+02  1.57735545D+02 -3.04532710D+01  3.19877775D+00 -1.73352351D-01 3.79909440D-03 2 1 3 7 1
    453  '          1080813.00'  'O AlO H' -15.458   6   -1.59306108D+02  1.15947952D+02 -3.18764140D+01  4.26061745D+00 -2.71201407D-01  6.71281289D-03 3 1 1 8 2 13 1
    454  '          8090913.00'  'O AlF F' -19.009   7   -1.67813404D+03  1.36177471D+03 -4.55139411D+02  8.04811818D+01 -7.93310443D+00  4.14268038D-01 -8.96369982D-03 3 8 1 9 2 13 1
    455  '          5080811.00'  'NaB O O' -18.675   6   -9.90760709D+01  8.23112082D+01 -2.45868839D+01  3.54686388D+00 -2.40413537D-01  6.29559666D-03 3 5 1 8 2 11 1
    456  '         11111717.00'  'NaClNaCl' -10.538   6    1.17268996D+02 -6.86721476D+01  1.59354390D+01 -1.69837690D+00  9.19672363D-02 -2.01955249D-03 2 11 2 17 2
    457  '         11113535.00'  'NaBrNaBr' -9.527   6    1.00274562D+02 -5.95228577D+01  1.41491432D+01 -1.52161489D+00  8.31259354D-02 -1.84116587D-03 2 11 2 35 2
    458  '          5080813.00'  'AlB O O' -19.845   6   -9.52405461D+01  8.45682134D+01 -2.62229744D+01  3.84362404D+00 -2.62961432D-01  6.92882048D-03 3 5 1 8 2 13 1
    459  '          1081300.00'  'AlO H -' -10.479   6   -1.61981152D+02  1.06557105D+02 -2.66479575D+01  3.27819445D+00 -1.94714996D-01  4.52150271D-03 4 1 1 8 1 13 1 99 1
    460  '          8081300.00'  'AlO O -' -13.495   5    7.36734586D+01 -3.40014043D+01  5.82441961D+00 -3.91312277D-01  9.95734662D-03 3 8 2 13 1 99 1
    461  '          8081313.00'  'AlO AlO' -15.956   5    1.14886528D+02 -5.57466653D+01  1.00396246D+01 -7.19676556D-01  1.96124342D-02 2 8 2 13 2
    462  '          9091300.00'  'AlF F -' -14.322   7    7.40666046D+02 -5.71370370D+02  1.86175618D+02 -3.25571592D+01  3.22854076D+00 -1.71493619D-01 3.80332763D-03 3 9 2 13 1 99 1
    463  '         13171700.00'  'AlClCl-' -10.787   7    1.26932630D+03 -9.94551003D+02  3.26614659D+02 -5.72811378D+01  5.67081361D+00 -3.00046545D-01 6.62270681D-03 3 13 1 17 2 99 1
    464  '          1010115.00'  'P H H H' -9.668   7   -1.40825882D+03  1.01365121D+03 -2.98560112D+02  4.61602035D+01 -3.95380349D+00  1.78678738D-01 -3.33652878D-03 2 1 3 15 1
    465  '         15151515.00'  'P P P P' -12.396   6    1.61368308D+02 -8.50374835D+01  1.73588008D+01 -1.63728020D+00  7.72686589D-02 -1.45139881D-03 1 15 4
    466  '          5080819.00'  'K B O O' -18.754   6   -1.03352551D+02  8.43348979D+01 -2.48757992D+01  3.56369532D+00 -2.40595065D-01  6.28421286D-03 3 5 1 8 2 19 1
    467  '         17171919.00'  'K ClK Cl' -10.711   6    8.45318909D+01 -5.11398997D+01  1.24344586D+01 -1.34303199D+00  7.36792086D-02 -1.63854847D-03 2 17 2 19 2
    468  '         19193535.00'  'K BrK Br' -9.727   5    2.74939544D+01 -1.57639825D+01  3.83525766D+00 -2.85162647D-01  8.04877327D-03 2 19 2 35 2
    469  '          8171722.00'  'TiO ClCl' -15.555   5    8.42120667D+01 -4.10758274D+01  7.69698443D+00 -5.50782458D-01  1.49843486D-02 3 8 1 17 2 22 1
    470  '          9090922.00'  'TiF F F' -19.560   6    2.06454411D+02 -1.08742812D+02  2.24934331D+01 -2.19599247D+00  1.08270788D-01 -2.15602040D-03 2 9 3 22 1
    471  '         17171722.00'  'TiClClCl' -14.156   6    2.36898187D+02 -1.32711615D+02  2.96091021D+01 -3.17692382D+00  1.73249796D-01 -3.83740753D-03 2 17 3 22 1
    472  '         17171740.00'  'ZrClClCl' -15.376   7   -8.04153796D+02  6.32976309D+02 -2.04177474D+02  3.47932077D+01 -3.28459564D+00  1.63557789D-01 -3.36563612D-03 2 17 3 40 1
    473  '          8080842.00'  'MoO O O' -18.033   6    5.91772103D+01 -1.55353369D+01 -8.60972470D-01  6.92739578D-01 -6.95115735D-02  2.21233464D-03 2 8 3 42 1
    474  '          8080874.00'  'W O O O' -19.471   5    1.17698307D+02 -5.46745375D+01  9.40649480D+00 -6.41191869D-01  1.65808334D-02 2 8 3 74 1
    475  '        101040808.00'  'BeO H O H' -19.852   7    9.97522931D+02 -7.86878886D+02  2.60511098D+02 -4.61737895D+01  4.61294590D+00 -2.44611308D-01 5.36565306D-03 3 1 2 4 1 8 2
    476  '        101050808.00'  'B O H O H' -20.220   6   -4.75273147D+02  3.29269958D+02 -8.84144552D+01  1.15940240D+01 -7.36917147D-01  1.83884997D-02 3 1 2 5 1 8 2
    477  '        101010106.00'  'C H H H H' -17.021   7   -5.77530829D+02  2.83825550D+02 -3.68730795D+01 -2.99772793D+00  1.15291506D+00 -9.99118614D-02 2.91845845D-03 2 1 4 6 1
    478  '        101010617.00'  'C H H H Cl' -16.113   6   -8.52999344D+02  5.59127154D+02 -1.43441585D+02  1.80670648D+01 -1.11346022D+00  2.70861136D-02 3 1 3 6 1 17 1
    479  '        606060606.00'  'C C C C C' -26.776   7   -1.16132435D+03  8.99647322D+02 -2.84091974D+02  4.69479841D+01 -4.28643070D+00  2.06485027D-01 -4.11715848D-03 1 6 5
    480  '        809091300.00'  'O AlF F -' -21.023   5    1.15910929D+02 -5.40732120D+01  9.43891012D+00 -6.52632321D-01  1.71378419D-02 4 8 1 9 2 13 1 99 1
    481  '        101080812.00'  'MgO H O H' -16.959   7    1.35768611D+03 -1.06047892D+03  3.45990741D+02 -6.01922506D+01  5.89293773D+00 -3.06569985D-01 6.61094955D-03 3 1 2 8 2 12 1
    482  '        101010114.00'  'SiH H H H' -13.120   7   -1.99953598D+03  1.46996593D+03 -4.43144487D+02  7.02116690D+01 -6.17523324D+00  2.87252660D-01 -5.53712988D-03 2 1 4 14 1
    483  '        101010914.00'  'SiH H H F' -15.943   7   -1.65691322D+03  1.23883501D+03 -3.78789153D+02  6.08127652D+01 -5.41388528D+00  2.54803481D-01 -4.96924329D-03 3 1 2 9 1 14 1
    484  '        101011417.00'  'SiH H H Cl' -13.952   7   -1.48550897D+03  1.11002084D+03 -3.38858147D+02  5.42802946D+01 -4.81634732D+00  2.25750269D-01 -4.38170461D-03 3 1 3 14 1 17 1
    485  '        101011435.00'  'SiH H H Br' -13.199   7   -1.43467170D+03  1.07093174D+03 -3.26503609D+02  5.22317413D+01 -4.62709951D+00  2.16478774D-01 -4.19307857D-03 3 1 3 14 1 35 1
    486  '        101011453.00'  'SiH H H I' -12.360   7   -1.39329466D+03  1.03925343D+03 -3.16561140D+02  5.05966467D+01 -4.47737241D+00  2.09209488D-01 -4.04652221D-03 3 1 3 14 1 53 1
    487  '        101090914.00'  'SiH H F F' -18.807   7   -1.26680021D+03  9.67413160D+02 -3.01136117D+02  4.91380734D+01 -4.43703071D+00  2.11579988D-01 -4.17835495D-03 3 1 2 9 2 14 1
    488  '        101080820.00'  'CaO H O H' -17.683   7    1.48414819D+03 -1.15761267D+03  3.76736712D+02 -6.52996464D+01  6.36568988D+00 -3.29776946D-01 7.08402100D-03 3 1 2 8 2 20 1
    489  '        101080826.00'  'FeO H O H' -17.224   6   -3.71086387D+02  2.61576213D+02 -7.17184219D+01  9.65061056D+00 -6.27547271D-01  1.59785495D-02 3 1 2 8 2 26 1
    490  '        101080838.00'  'SrO H O H' -17.395   7    1.52392284D+03 -1.19159051D+03  3.88370674D+02 -6.73348984D+01  6.56117066D+00 -3.39644782D-01 7.28965722D-03 3 1 2 8 2 38 1
    491  '        909090940.00'  'ZrF F F F' -26.747   6    1.70459370D+02 -8.92697078D+01  1.76693487D+01 -1.54306082D+00  6.53828858D-02 -1.04489046D-03 2 9 4 40 1
    492  '       1717171740.00'  'ZrClClClCl' -20.203   6    1.60707187D+02 -9.28793802D+01  2.09039408D+01 -2.15093406D+00  1.12351330D-01 -2.37834600D-03 2 27 4 40 1
    493  '        101080856.00'  'BaO H O H' -17.874   7    1.53749941D+03 -1.20331324D+03  3.92430649D+02 -6.80501732D+01  6.63020325D+00 -3.43141920D-01 7.36273456D-03 3 1 2 8 2 56 1
    494  '        808171774.00'  'W O O ClCl' -23.328   5    1.29432554D+02 -6.27752907D+01  1.13585827D+01 -7.94732401D-01  2.11327398D-02 3 8 2 17 2 74 1
    495  '      10103030808.00'  'LiO H LiO H' -20.112   6   -2.72917549D+02  1.93897856D+02 -5.27816735D+01  6.95186591D+00 -4.33825588D-01  1.04908824D-02 3 1 2 3 2 8 2
    496  '      40404080808.00'  'BeO BeO BeO' -28.486   7   -2.03214251D+03  1.58218046D+03 -5.03600861D+02  8.41726680D+01 -7.80390019D+00  3.82660372D-01 -7.77842563D-03 2 4 3 8 3
    497  '      10101010606.00'  'C C H H H H' -23.066   6   -1.12139352D+03  7.33886891D+02 -1.88291194D+02  2.36969959D+01 -1.45884859D+00  3.54434586D-02 2 1 4 6 2
    498  '      60607071111.00'  'NaC N NaC N' -26.817   7   -1.10964101D+03  7.93246883D+02 -2.31997562D+02  3.56145568D+01 -3.00652309D+00  1.33018400D-01 -2.41510548D-03 3 6 2 7 2 11 2
    499  '      10108081111.00'  'NaO H NaO H' -17.987   7    6.29784059D+02 -5.17016156D+02  1.78918401D+02 -3.30324652D+01  3.42890687D+00 -1.87862139D-01 4.23338697D-03 3 1 2 8 2 11 2
    500  '      90909091300.00'  'AlF F F F -' -27.120   5    1.66504466D+02 -8.11753252D+01  1.43708396D+01 -1.01715389D+00  2.73679589D-02 3 9 4 13 1 99 1
    501  '      10108081919.00'  'K O H K O H' -18.110   7    6.29845379D+02 -5.22260931D+02  1.81960162D+02 -3.36963498D+01  3.50110489D+00 -1.91809760D-01 4.32036909D-03 3 1 2 8 2 19 2
    502  '    1010105080808.00'  'H H H B O O O' -30.306   6   -7.48735629D+02  5.00278865D+02 -1.30345186D+02  1.66530639D+01 -1.03419461D+00  2.52531796D-02 3 1 3 5 1 8 3
    503  '    1010808080842.00'  'H H MoO O O O' -30.258   6   -1.48677086D+02  1.20385011D+02 -3.63473334D+01  5.27865101D+00 -3.53535559D-01  9.07135820D-03 3 1 2 8 4 42 1
    504  '    1010808080874.00'  'O O W O H O H' -32.804   7   -8.81003135D+02  6.88013649D+02 -2.18118188D+02  3.60694691D+01 -3.26755076D+00  1.55335524D-01 -3.04496103D-03 3 1 2 8 4 74 1
      1  '             1747.00'  'AgCl '   -3.220   6    5.39610656D+02 -3.36026907D+02  8.39170213D+01 -1.03874205D+01  6.40089376D-01 -1.56811833D-02 2 17 1 47 1
      2  '              947.00'  'AgF  '   -3.640   6    5.75240333D+02 -3.58327763D+02  8.94484132D+01 -1.10843757D+01  6.84468939D-01 -1.68195632D-02 2 9 1 47 1
      3  '              147.00'  'AgH  '   -2.280   6    5.13359917D+02 -3.19936593D+02  7.97672103D+01 -9.89478406D+00  6.11868606D-01 -1.50337297D-02 2 1 1 47 1
      4  '              847.00'  'AgO  '   -2.250   6    9.22088669D+02 -5.87372898D+02  1.49821647D+02 -1.90013900D+01  1.20115877D+00 -3.02453313D-02 2 8 1 47 1
      5  '             1313.00'  'AlAl '   -1.550   6   -3.70419637D+02  2.34088807D+02 -5.85265420D+01  7.35417561D+00 -4.61704394D-01  1.16221474D-02 1 13 2
      6  '             1317.00'  'AlCl '   -5.120   6   -6.35340213D+02  4.29654368D+02 -1.15401607D+02  1.55037398D+01 -1.03838965D+00  2.77657975D-02 2 13 1 17 1
      7  '              913.00'  'AlF  '   -6.890   6   -6.10194621D+02  4.07691986D+02 -1.08150280D+02  1.43345772D+01 -9.46502500D-01  2.49411924D-02 2 9 1 13 1
      8  '              113.00'  'AlH  '   -3.060   6    2.90427027D+03 -1.85013510D+03  4.70085008D+02 -5.94788192D+01  3.74766428D+00 -9.39768192D-02 2 1 1 13 1
      9  '              713.00'  'AlN  '   -0.697   6   -1.85663480D+02  1.37403205D+02 -3.91923803D+01  5.55857691D+00 -3.89307748D-01  1.08217240D-02 2 7 1 13 1
     10  '              813.00'  'AlO  '   -5.270   6   -1.27800154D+03  7.96817964D+02 -1.96745631D+02  2.41384766D+01 -1.46958122D+00  3.55743722D-02 2 8 1 13 1
     11  '             1316.00'  'AlS  '   -3.840   6   -1.42237622D+02  1.06166710D+02 -3.04400438D+01  4.34954954D+00 -3.06623368D-01  8.57698115D-03 2 13 1 16 1
     12  '             1334.00'  'AlSe '   -3.460   6    1.62309088D+02 -9.48858448D+01  2.25704771D+01 -2.62198706D+00  1.51016505D-01 -3.42581205D-03 2 13 1 34 1
     13  '             3333.00'  'AsAs '   -3.960   6    1.35627470D+03 -8.27530833D+02  2.00765534D+02 -2.40766994D+01  1.42728475D+00 -3.33545314D-02 1 33 2
     14  '             1733.00'  'AsCl '   -4.605   6    3.45280120D+02 -2.14971951D+02  5.41543936D+01 -6.76718809D+00  4.22527502D-01 -1.05264567D-02 2 17 1 33 1
     15  '              933.00'  'AsF  '   -4.200   6   -5.77851249D+02  3.76715959D+02 -9.76067954D+01  1.26816638D+01 -8.23288084D-01  2.13979849D-02 2 9 1 33 1
     16  '              133.00'  'AsH  '   -3.600   6   -1.46749849D+02  9.48355661D+01 -2.37783508D+01  2.95626313D+00 -1.80498508D-01  4.35786060D-03 2 1 1 33 1
     17  '              733.00'  'AsN  '   -5.993   6   -8.94049983D+01  6.45687146D+01 -1.76811793D+01  2.40599289D+00 -1.60303166D-01  4.22267799D-03 2 7 1 33 1
     18  '              833.00'  'AsO  '   -4.980   6   -3.53249041D+02  2.42263594D+02 -6.55283549D+01  8.84692219D+00 -5.92611381D-01  1.57843490D-02 2 8 1 33 1
     19  '             1533.00'  'AsP  '   -4.454   6   -3.19172172D+02  2.13069704D+02 -5.60599034D+01  7.38157413D+00 -4.83238232D-01  1.26075575D-02 2 15 1 33 1
     20  '             1633.00'  'AsS  '   -3.895   6   -3.01704268D+02  2.07880706D+02 -5.61450248D+01  7.58795600D+00 -5.09840082D-01  1.36534441D-02 2 16 1 33 1
     21  '             1779.00'  'AuCl '   -3.500   6    2.08498565D+02 -1.27216682D+02  3.15396265D+01 -3.85577242D+00  2.35422652D-01 -5.72747393D-03 2 17 1 79 1
     22  '              179.00'  'AuH  '   -3.220   6   -1.86672032D+02  1.28941036D+02 -3.50417224D+01  4.74618948D+00 -3.19131486D-01  8.57698115D-03 2 1 1 79 1
     23  '             1479.00'  'AuSi '   -3.240   6    4.94887803D+02 -3.03159393D+02  7.44657494D+01 -9.04564728D+00  5.46826057D-01 -1.31482880D-02 2 14 1 79 1
     24  '              505.00'  'B B  '   -3.020   6    1.32563827D+02 -7.29373422D+01  1.61043404D+01 -1.71271094D+00  8.84814760D-02 -1.72179962D-03 1 5 2
     25  '             1756.00'  'BaCl '   -4.550   6    1.67095352D+03 -1.06492995D+03  2.71117286D+02 -3.43141195D+01  2.16132806D+00 -5.41477520D-02 2 56 1 17 1
     26  '              956.00'  'BaF  '   -6.050   6    1.38055009D+03 -8.60124358D+02  2.13781834D+02 -2.63632220D+01  1.61441087D+00 -3.92065157D-02 2 9 1 56 1
     27  '              156.00'  'BaH  '   -1.950   6    8.09376596D+03 -5.12819184D+03  1.29542169D+03 -1.62960695D+02  1.02070699D+01 -2.54499059D-01 2 1 1 56 1
     28  '              856.00'  'BaO  '   -5.790   6    3.91943271D+03 -2.44965300D+03  6.10100663D+02 -7.55606585D+01  4.65378755D+00 -1.13934042D-01 2 8 1 56 1
     29  '             1656.00'  'BaS  '   -4.360   6    3.74700345D+03 -2.37668680D+03  6.01279457D+02 -7.56946349D+01  4.74289870D+00 -1.18252771D-01 2 16 1 56 1
     30  '             1756.00'  'B Cl '   -5.500   6   -2.60758981D+02  1.95288382D+02 -5.69303254D+01  8.21383430D+00 -5.84722688D-01  1.64993938D-02 2 5 1 17 1
     31  '              417.00'  'BeCl '   -3.986   6   -3.88002849D+02  2.61562757D+02 -6.96496924D+01  9.26501259D+00 -6.12944752D-01  1.61685522D-02 2 4 1 17 1
     32  '              409.00'  'BeF  '   -5.850   6   -3.73947039D+02  2.49234769D+02 -6.55571964D+01  8.60023719D+00 -5.60503995D-01  1.45570331D-02 2 4 1 9 1
     33  '              104.00'  'BeH  '   -2.034   6    1.35730393D+01  7.32064873D+00 -5.69736438D+00  1.23925078D+00 -1.11784734D-01  3.73530909D-03 2 1 1 4 1
     34  '              408.00'  'BeO  '   -4.464   6   -8.23186058D+01 -4.30770460D+01  3.63995064D+01 -7.88581695D+00  7.07365220D-01 -2.30237337D-02 2 4 1 8 1
     35  '              416.00'  'BeS  '   -3.800   6    1.49007470D+03 -9.71996048D+02  2.53200599D+02 -3.28178931D+01  2.11726743D+00 -5.43078367D-02 2 4 1 16 1
     36  '              509.00'  'B F  '   -7.810   6   -7.38971779D+02  4.86528011D+02 -1.27262065D+02  1.66099989D+01 -1.07970096D+00  2.80041458D-02 2 5 1 9 1
     37  '              105.00'  'B H  '   -3.420   6   -2.79409137D+03  1.76605607D+03 -4.43708596D+02  5.54220391D+01 -3.44055887D+00  8.50049625D-02 2 1 1 5 1
     38  '              183.00'  'BiH  '   -2.900   6    6.32617541D+02 -4.11735635D+02  1.07678364D+02 -1.40550103D+01  9.16531636D-01 -2.38099273D-02 2 1 1 83 1
     39  '              883.00'  'BiO  '   -3.470   6    1.29284404D+03 -8.12720062D+02  2.04048714D+02 -2.54491251D+01  1.57801915D+00 -3.88472145D-02 2 8 1 83 1
     40  '             1683.00'  'BiS  '   -3.170   6    8.44999697D+02 -5.23693521D+02  1.29948958D+02 -1.59884454D+01  9.77583016D-01 -2.37209914D-02 2 16 1 83 1
     41  '              507.00'  'B N  '   -3.993   6   -4.60212507D+02  3.04536860D+02 -7.94805938D+01  1.03436788D+01 -6.69311191D-01  1.72678003D-02 2 5 1 7 1
     42  '              508.00'  'B O  '   -8.342   6   -7.08347604D+02  4.65324277D+02 -1.21261421D+02  1.57646334D+01 -1.02077229D+00  2.63783970D-02 2 5 1 8 1
     43  '             1735.00'  'BrCl '   -2.233   6    3.79328264D+03 -2.40806058D+03  6.09957366D+02 -7.69270734D+01  4.83227394D+00 -1.20885274D-01 2 17 1 35 1
     44  '              935.00'  'BrF  '   -2.548   6    3.24505950D+03 -2.04319356D+03  5.13092621D+02 -6.41244911D+01  3.98953218D+00 -9.87793594D-02 2 9 1 35 1
     45  '              835.00'  'BrO  '   -2.397   6    6.34712267D+02 -3.96216182D+02  9.90469715D+01 -1.22982757D+01  7.61620821D-01 -1.87974983D-02 2 8 1 35 1
     46  '             1635.00'  'B S  '   -6.010   6    2.73935261D+02 -1.48555285D+02  3.14489544D+01 -3.11901104D+00  1.39794564D-01 -1.96726279D-03 2 5 1 16 1
     47  '              606.00'  'C C  '   -6.210   6   -1.37611619D+02  7.52473987D+01 -1.60701760D+01  1.72410801D+00 -9.08948951D-02  1.90678635D-03 1 6 2
     48  '             1720.00'  'CaCl '   -4.090   6    7.88672755D+02 -4.82733528D+02  1.17966379D+02 -1.42531594D+01  8.53090757D-01 -2.01777839D-02 2 17 1 20 1
     49  '              920.00'  'CaF  '   -5.480   6    2.76485391D+02 -1.50108861D+02  3.17460328D+01 -3.12183606D+00  1.37079062D-01 -1.81785042D-03 2 9 1 20 1
     50  '              120.00'  'CaH  '   -1.700   6    1.57677958D+03 -9.82846806D+02  2.44267425D+02 -3.01777064D+01  1.85392515D+00 -4.52292569D-02 2 1 1 20 1
     51  '              820.00'  'CaO  '   -4.125   6   -1.30390632D+03  7.23951505D+02 -1.55440238D+02  1.60223680D+01 -7.76697112D-01  1.36819036D-02 2 8 1 20 1
     52  '             1620.00'  'CaS  '   -3.460   6    3.71422134D+02 -2.24008823D+02  5.41194721D+01 -6.43959587D+00  3.79360507D-01 -8.81177201D-03 2 16 1 20 1
     53  '              635.00'  'C Br '   -4.110   6    3.12332572D+01 -1.48093572D+01  3.17534594D+00 -3.02992923D-01  1.45597120D-02 -2.81037541D-04 2 6 1 35 1
     54  '              617.00'  'C Cl '   -4.076   6    1.68536440D+02 -9.72918943D+01  2.27169520D+01 -2.58767780D+00  1.45501384D-01 -3.19457863D-03 2 6 1 17 1
     55  '             1748.00'  'CdCl '   -2.120   6    2.33227608D+02 -1.43426680D+02  3.58011711D+01 -4.41016354D+00  2.71203368D-01 -6.64529274D-03 2 17 1 48 1
     56  '              948.00'  'CdF  '   -3.200   6    3.11218174D+01 -1.45069486D+01  3.05309328D+00 -2.83962280D-01  1.32235343D-02 -2.45463169D-04 2 9 1 48 1
     57  '              148.00'  'CdH  '   -0.678   6   -7.69855100D+02  4.99859510D+02 -1.29092701D+02  1.66403778D+01 -1.06870370D+00  2.74029389D-02 2 1 1 48 1
     58  '              609.00'  'C F  '   -5.670   6   -2.77220301D+02  1.90664079D+02 -5.13519901D+01  6.89099220D+00 -4.58668166D-01  1.21593204D-02 2 6 1 9 1
     59  '              106.00'  'C H  '   -3.465   6   -4.91887806D+02  3.09155097D+02 -7.70038741D+01  9.57241011D+00 -5.93380866D-01  1.47420199D-02 2 1 1 6 1
     60  '             1717.00'  'ClCl '   -2.479   6    2.44587016D+02 -1.46579305D+02  3.52869947D+01 -4.18202638D+00  2.46251752D-01 -5.73458881D-03 1 17 2
     61  '              917.00'  'ClF  '   -2.617   6    3.52825949D+03 -2.22577023D+03  5.60080739D+02 -7.01656946D+01  4.37736958D+00 -1.08722396D-01 2 9 1 17 1
     62  '              817.00'  'ClO  '   -2.750   6   -1.30242191D+02  9.46868339D+01 -2.66515108D+01  3.75835753D+00 -2.61951932D-01  7.25361450D-03 2 8 1 17 1
     63  '              607.00'  'C N  '   -7.724   6    6.81165938D+02 -4.46981105D+02  1.17584738D+02 -1.53931948D+01  1.00366669D+00 -2.60084236D-02 2 6 1 7 1
     65  '              127.00'  'CoH  '   -2.304   6    2.56056297D+02 -1.89434834D+02  5.58018319D+01 -8.08201480D+00  5.78455560D-01 -1.63250794D-02 2 1 1 27 1
     66  '              615.00'  'C P  '   -5.280   6   -2.36341487D+02  1.28447316D+02 -2.60423915D+01  2.44771648D+00 -9.86209711D-02  1.08857579D-03 2 6 1 15 1
     67  '              124.00'  'CrH  '   -1.930   6    1.24735385D+03 -7.96682715D+02  2.03572365D+02 -2.59209601D+01  1.64580610D+00 -4.16220155D-02 2 1 1 24 1
